Mã Sản Phẩm,Mã Chi Nhánh,Chi Nhánh,Khu Vực,Tên Sản Phẩm,Tồn Kho Hiện Tại,Trung Bình daily_demand,Forecast Demand 30d,Tồn Kho An Toàn,Điểm Đặt Hàng Lại,Eoq,Expected Stock After 30d,Action,Priority,Quantity Needed,Unit
03.L1.3060.7105.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7105 Loại 1,924,0.308,9.239999999999998,0.4021131243374973,2.5581131243374973,67.05818369147795,914.76,SURPLUS,LOW,0.0,Viên
03.L1.3060.7106.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7106 Loại 1,2058,0.686,20.580000000000002,0.895615595115335,5.6976155951153356,100.07796960370449,2037.42,SURPLUS,LOW,0.0,Viên
03.L1.3060.7107.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7107 Loại 1,1554,0.518,15.540000000000004,0.6762811636585182,4.3022811636585185,86.96436051624826,1538.46,SURPLUS,LOW,0.0,Viên
03.L1.3060.7107.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7107 Loại 1,6720,2.24,67.2,2.9244590860908897,18.60445908609089,180.84247288731703,6652.8,SURPLUS,LOW,0.0,Viên
03.L1.3060.7108.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7108 Loại 1,2562,0.854,25.619999999999994,1.1149500265721515,7.092950026572151,111.66198995181843,2536.38,SURPLUS,LOW,0.0,Viên
03.L1.3060.7109.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7109 Loại 1,245,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,242.0,SURPLUS,LOW,0.0,Viên
03.L1.3060.7109.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7109 Loại 1,19936,6.645333333333334,199.35999999999999,8.675895288736307,55.19322862206965,311.4833328874383,19736.64,SURPLUS,LOW,0.0,Viên
03.L1.3060.7114.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7114 Loại 1,1162,0.38733333333333336,11.620000000000006,0.505687716969883,3.2170210503032166,75.20017730475551,1150.3799999999999,SURPLUS,LOW,0.0,Viên
03.L1.3060.7115.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7115 Loại 1,238,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,235.0,SURPLUS,LOW,0.0,Viên
03.L1.3060.7116.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7116 Loại 1,280,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,277.0,SURPLUS,LOW,0.0,Viên
03.L1.3060.7121.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7121 Loại 1,644,0.21466666666666667,6.440000000000002,0.2802606624170436,1.7829273290837104,55.98333085243619,637.56,SURPLUS,LOW,0.0,Viên
03.L1.3060.7121.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7121 Loại 1,1358,0.45266666666666666,13.580000000000005,0.5909844403142006,3.7596511069808676,81.29534632027428,1344.42,SURPLUS,LOW,0.0,Viên
03.L1.3060.7122.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7122 Loại 1,56,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,53.0,OK,LOW,0.0,Viên
03.L1.3060.7122.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7122 Loại 1,196,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,193.0,SURPLUS,LOW,0.0,Viên
03.L1.3060.7122.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7122 Loại 1,541,0.18033333333333335,5.410000000000001,0.23543636392487668,1.49776969725821,51.3114672043849,535.59,SURPLUS,LOW,0.0,Viên
03.L1.3060.7123.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7123 Loại 1,469,0.15633333333333335,4.690000000000001,0.20410287371676003,1.2984362070500934,47.7751678873729,464.31,SURPLUS,LOW,0.0,Viên
03.L1.3060.7123.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7123 Loại 1,1827,0.609,18.270000000000003,0.7950873140309606,5.058087314030961,94.29422039552583,1808.73,SURPLUS,LOW,0.0,Viên
03.L1.3060.7347.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7347 Loại 1,3398,1.1326666666666667,33.98,1.4787666628775065,9.407433329544173,128.59600823250048,3364.02,SURPLUS,LOW,0.0,Viên
03.L1.3060.7348.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7348 Loại 1,194,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,191.0,SURPLUS,LOW,0.0,Viên
03.L1.3060.7349.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7349 Loại 1,1493,0.49766666666666665,14.930000000000003,0.6497347344544193,4.133401401121086,85.24044423472542,1478.07,SURPLUS,LOW,0.0,Viên
03.L1.3060.7349.9,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7349 Loại 1,112,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,109.0,SURPLUS,LOW,0.0,Viên
03.L1.3060.7401.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7401 Loại 1,11564,3.8546666666666667,115.64000000000004,5.032506677314739,32.0151733439814,237.23012737283884,11448.36,SURPLUS,LOW,0.0,Viên
03.L1.3060.7404.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7404 Loại 1,6781,2.2603333333333335,67.81000000000002,2.951005515294989,18.773338848628324,181.66140665167896,6713.19,SURPLUS,LOW,0.0,Viên
03.L1.3060.7524.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7524 Loại 1,8442,2.814,84.41999999999996,3.6738517269016797,23.37185172690168,202.69287111292297,8357.58,SURPLUS,LOW,0.0,Viên
03.L1.3060.7524.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7524 Loại 1,14994,4.998,149.93999999999997,6.5251993358402975,41.5111993358403,270.13107929299804,14844.06,SURPLUS,LOW,0.0,Viên
03.L1.3060.7527.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7527 Loại 1,10038,3.3459999999999996,100.38000000000001,4.368410759848266,27.790410759848264,221.02398059939108,9937.62,SURPLUS,LOW,0.0,Viên
03.L1.3060.7529.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7529 Loại 1,4102,1.3673333333333335,41.02000000000001,1.7851385671346474,11.356471900467982,141.29071684532803,4060.98,SURPLUS,LOW,0.0,Viên
03.L1.3060.7611.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7611 Loại 1,865,0.28833333333333333,8.65,0.3764370698614017,2.394770403194735,64.88194407280554,856.35,SURPLUS,LOW,0.0,Viên
03.L1.3060.7611.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7611 Loại 1,1568,0.5226666666666666,15.679999999999994,0.6823737867545407,4.341040453421207,87.35521354408867,1552.32,SURPLUS,LOW,0.0,Viên
03.L1.3060.7613.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7613 Loại 1,756,0.252,7.559999999999999,0.32900164718522507,2.093001647185225,60.65640938928053,748.44,SURPLUS,LOW,0.0,Viên
03.L1.3060.7613.7,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7613 Loại 1,2646,0.882,26.460000000000008,1.1515057651482878,7.325505765148288,113.47775112329289,2619.54,SURPLUS,LOW,0.0,Viên
03.L1.3060.7614.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7614 Loại 1,2002,0.6673333333333333,20.01999999999999,0.8712451027312441,5.542578436064577,98.7069737489032,1981.98,SURPLUS,LOW,0.0,Viên
03.L1.3060.7614.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7614 Loại 1,406,0.13533333333333336,4.060000000000001,0.17668606978465795,1.1240194031179915,44.45072177891679,401.94,SURPLUS,LOW,0.0,Viên
03.L1.3060.7615.9,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7615 Loại 1,336,0.112,3.3600000000000008,0.14622295430454446,0.9302229543045445,40.43760625952036,332.64,SURPLUS,LOW,0.0,Viên
03.L1.3060.7616.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7616 Loại 1,2478,0.8260000000000001,24.780000000000005,1.0783942879960156,6.860394287996016,109.81621009668837,2453.22,SURPLUS,LOW,0.0,Viên
03.L1.3060.7627.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7627 Loại 1,26880,8.96,268.8,11.697836344363559,74.41783634436356,361.68494577463406,26611.2,SURPLUS,LOW,0.0,Viên
03.L1.3060.7628.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7628 Loại 1,644,0.21466666666666667,6.440000000000002,0.2802606624170436,1.7829273290837104,55.98333085243619,637.56,SURPLUS,LOW,0.0,Viên
03.L1.3060.7630.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7630 Loại 1,11648,3.8826666666666667,116.47999999999999,5.069062415890876,32.24772908255754,238.0901789938706,11531.52,SURPLUS,LOW,0.0,Viên
03.L1.3060.7635.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7635 Loại 1,224,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,221.0,SURPLUS,LOW,0.0,Viên
03.L1.3060.7636.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7636 Loại 1,224,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,221.0,SURPLUS,LOW,0.0,Viên
03.L1.3060.7637.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7637 Loại 1,1283,0.4276666666666667,12.830000000000004,0.5583453880140791,3.552012054680746,79.01856321987471,1270.17,SURPLUS,LOW,0.0,Viên
03.L1.3060.7637.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7637 Loại 1,2158,0.7193333333333334,21.580000000000013,0.9391343315154971,5.974467664848831,102.48056726358743,2136.42,SURPLUS,LOW,0.0,Viên
03.L1.3060.7639.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7639 Loại 1,4914,1.6380000000000001,49.13999999999999,2.138510706703963,13.604510706703964,154.64410755020702,4864.86,SURPLUS,LOW,0.0,Viên
03.L1.4080.7701.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS 7701 Loại 1,210,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,207.0,SURPLUS,LOW,0.0,Viên
03.L1.4080.7701.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS 7701 Loại 1,934,0.31133333333333335,9.340000000000002,0.40646499797751356,2.5857983313108472,67.42007613957928,924.66,SURPLUS,LOW,0.0,Viên
03.L1.4080.7702.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS 7702 Loại 1,438,0.146,4.379999999999999,0.19061206543270975,1.2126120654327097,46.16925383845834,433.62,SURPLUS,LOW,0.0,Viên
03.L1.4080.7703.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS 7703 Loại 1,66,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,63.0,OK,LOW,0.0,Viên
03.L1.4080.7703.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS 7703 Loại 1,303,0.101,3.0300000000000002,0.131861771292491,0.8388617712924911,38.40052082980125,299.97,SURPLUS,LOW,0.0,Viên
03.L1.4080.7704.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS 7704 Loại 1,728,0.24266666666666667,7.279999999999999,0.31681640099317976,2.0154830676598463,59.52254474846765,720.72,SURPLUS,LOW,0.0,Viên
03.L1.4080.7705.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS 7705 Loại 1,784,0.2613333333333333,7.839999999999997,0.3411868933772704,2.1705202267106034,61.76946386902404,776.16,SURPLUS,LOW,0.0,Viên
03.L1.4080.7706.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS 7706 Loại 1,602,0.2006666666666667,6.020000000000001,0.26198279312897554,1.6666494597956423,54.12701112506891,595.98,SURPLUS,LOW,0.0,Viên
03.L1.4080.7711.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS 7711 Loại 1,952,0.3173333333333333,9.520000000000001,0.41429837052954266,2.6356317038628756,68.06663401892786,942.48,SURPLUS,LOW,0.0,Viên
03.L1.4080.7713.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 40x80 MS 7713 Loại 1,1988,0.6626666666666666,19.88,0.8651524796352215,5.503819146301888,98.36123897823437,1968.12,SURPLUS,LOW,0.0,Viên
03.L1.6060.8016.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8016 loại 1,840,0.28,8.4,0.3655573857613612,2.3255573857613614,63.93746945258312,831.6,SURPLUS,LOW,0.0,Viên
03.L1.6060.8021.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8021 loại 1,952,0.3173333333333333,9.520000000000001,0.41429837052954266,2.6356317038628756,68.06663401892786,942.48,SURPLUS,LOW,0.0,Viên
03.L1.6060.8024.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8024 loại 1,229,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,226.0,SURPLUS,LOW,0.0,Viên
03.L1.6060.8026.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8026 loại 1,392,0.13066666666666665,3.9199999999999986,0.1705934466886352,1.0852601133553017,43.677606772044335,388.08,SURPLUS,LOW,0.0,Viên
03.L1.6060.8044.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8044 loại 1,742,0.24733333333333332,7.420000000000002,0.3229090240892023,2.0542423574225355,60.09215145646448,734.58,SURPLUS,LOW,0.0,Viên
03.L1.6060.8045.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8045 loại 1,203,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,200.0,SURPLUS,LOW,0.0,Viên
03.L1.6060.8046.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8046 loại 1,2016,0.672,20.160000000000004,0.8773377258272669,5.581337725827267,99.05150175539995,1995.84,SURPLUS,LOW,0.0,Viên
03.L1.6060.8046.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8046 loại 1,98,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,95.0,SURPLUS,LOW,0.0,Viên
03.L1.6060.8050.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8050 loại 1,556,0.18533333333333335,5.5600000000000005,0.241964174384901,1.5392975077182345,52.01794562135905,550.44,SURPLUS,LOW,0.0,Viên
03.L1.6060.8050.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8050 loại 1,98,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,95.0,SURPLUS,LOW,0.0,Viên
03.L1.6060.8050.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8050 loại 1,625,0.20833333333333334,6.249999999999998,0.2719921025010128,1.7303254358343463,55.15130702591433,618.75,SURPLUS,LOW,0.0,Viên
03.L1.6060.8066.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8066 loại 1,692,0.23066666666666666,6.920000000000002,0.30114965588912135,1.915816322555788,58.03217498365311,685.08,SURPLUS,LOW,0.0,Viên
03.L1.6060.8067.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8067 loại 1,176,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,173.0,SURPLUS,LOW,0.0,Viên
03.L1.6060.8067.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8067 loại 1,2098,0.6993333333333334,20.97999999999999,0.9130230896753998,5.808356423008733,101.04586417398126,2077.02,SURPLUS,LOW,0.0,Viên
03.L1.6060.8067.8,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8067 loại 1,989,0.32966666666666666,9.889999999999999,0.4304003029976027,2.738066969664269,69.37674922719667,979.11,SURPLUS,LOW,0.0,Viên
03.L1.6060.8068.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8068 loại 1,448,0.14933333333333335,4.480000000000002,0.19496393907272597,1.2402972724060595,46.693325718636345,443.52,SURPLUS,LOW,0.0,Viên
03.L1.6060.8068.9,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8068 loại 1,593,0.19766666666666666,5.93,0.2580661068529609,1.6417327735196274,53.72088358667729,587.07,SURPLUS,LOW,0.0,Viên
03.L1.6060.8503.1,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8503 loại 1,203,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,200.0,SURPLUS,LOW,0.0,Viên
03.L1.6060.8503.2,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8503 loại 1,336,0.112,3.3600000000000008,0.14622295430454446,0.9302229543045445,40.43760625952036,332.64,SURPLUS,LOW,0.0,Viên
03.L1.6060.8504.6,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8504 loại 1,210,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,207.0,SURPLUS,LOW,0.0,Viên
03.L1.6060.8510.3,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS 8510 loại 1,238,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,235.0,SURPLUS,LOW,0.0,Viên
03.L1.8080.9002.9,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 9002 loại 1,868,0.28933333333333333,8.68,0.3777426319534066,2.4030759652867397,64.9943587295595,859.32,SURPLUS,LOW,0.0,Viên
03.L2.3060.7638,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7638 Loại 2,518,0.17266666666666666,5.179999999999998,0.2254270545528394,1.434093721219506,50.208896953959595,512.82,SURPLUS,LOW,0.0,Viên
03.L2.3060.7639,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 30x60 MS 7639 Loại 2,1792,0.5973333333333334,17.92000000000001,0.7798557562909039,4.961189089624238,93.38665143727269,1774.08,SURPLUS,LOW,0.0,Viên
05.L1.1580.18401.I,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 15x80 MS 18401 Loại 1,476,0.15866666666666665,4.760000000000001,0.20714918526477133,1.3178158519314378,48.13037848732683,471.24,SURPLUS,LOW,0.0,Viên
05.L1.1580.18402.E,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 15x80 MS 18402 Loại 1,3710,1.2366666666666668,37.099999999999994,1.6145451204460122,10.27121178711268,134.3701355708676,3672.9,SURPLUS,LOW,0.0,Viên
05.L1.1580.18405.I,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 15x80 MS 18405 Loại 1,826,0.2753333333333333,8.26,0.3594647626653385,2.286798095998672,63.40241846070752,817.74,SURPLUS,LOW,0.0,Viên
05.L1.1580.18407.N,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 15x80 MS 18407 Loại 1,434,0.14466666666666667,4.34,0.1888713159767033,1.2015379826433699,45.9579517965426,429.66,SURPLUS,LOW,0.0,Viên
05.L1.1580.18409.I,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 15x80 MS 18409 Loại 1,2856,0.9520000000000001,28.560000000000013,1.2428951115886282,7.906895111588629,117.89486842097921,2827.44,SURPLUS,LOW,0.0,Viên
05.L1.6060.USG66001.I,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS USG66001 loại 1,1837,138.5,3947.2499999999986,882.1145171798701,1851.61451717987,1422.0056258679147,-2110.2499999999986,URGENT_RESTOCK,HIGH,1422.0056258679147,Viên
05.L1.6060.USG66002.I,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS USG66002 loại 1,1213,0.4043333333333334,12.130000000000003,0.5278822725339657,3.3582156058672994,76.83271872494599,1200.87,SURPLUS,LOW,0.0,Viên
05.L1.6060.USG66003.I,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS USG66003 loại 1,1077,0.359,10.77,0.46869679102974515,2.981696791029745,72.39751376946586,1066.23,SURPLUS,LOW,0.0,Viên
05.L1.6060.USG66004.I,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x60 MS USG66004 loại 1,830,0.27666666666666667,8.3,0.36120551212134505,2.297872178788012,63.555749805452955,821.7,SURPLUS,LOW,0.0,Viên
05.L1.8080.8682.G21,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 8682 loại 1,2016,0.672,20.160000000000004,0.8773377258272669,5.581337725827267,99.05150175539995,1995.84,SURPLUS,LOW,0.0,Viên
05.L1.8080.8682.H,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 8682 loại 1,140,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,137.0,SURPLUS,LOW,0.0,Viên
05.L1.8080.8683.E,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 8683 loại 1,1111,0.3703333333333333,11.109999999999996,0.48349316140580034,3.0758264947391334,73.53139918882725,1099.89,SURPLUS,LOW,0.0,Viên
05.L1.8080.8684.H,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 8684 loại 1,434,0.14466666666666667,4.34,0.1888713159767033,1.2015379826433699,45.9579517965426,429.66,SURPLUS,LOW,0.0,Viên
05.L1.8080.8685.G,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 8685 loại 1,2576,0.8586666666666667,25.76000000000001,1.1210426496681745,7.131709316334842,111.96666170487238,2550.24,SURPLUS,LOW,0.0,Viên
05.L1.8080.8686.G22,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 8686 loại 1,637,0.21233333333333335,6.370000000000001,0.2772143508690323,1.7635476842023659,55.67824230942161,630.63,SURPLUS,LOW,0.0,Viên
05.L1.8080.8686.L,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 8686 loại 1,56,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,53.0,OK,LOW,0.0,Viên
05.L1.8080.8693.H,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 8693 loại 1,238,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,235.0,SURPLUS,LOW,0.0,Viên
05.L1.8080.8694.G,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 8694 loại 1,294,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,291.0,SURPLUS,LOW,0.0,Viên
05.L1.8080.8913.F,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 8913 loại 1,140,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,137.0,SURPLUS,LOW,0.0,Viên
05.L1.8080.8916.H,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS 8916 loại 1,854,0.2846666666666667,8.54,0.3716500088573839,2.3643166755240506,64.46807995693166,845.46,SURPLUS,LOW,0.0,Viên
05.L1.8080.USG88001.I,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS USG88001 Loại 1,1216,0.4053333333333333,12.159999999999998,0.5291878346259704,3.366521167959304,76.92767165764648,1203.84,SURPLUS,LOW,0.0,Viên
05.L1.8080.USG88003.I,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 80x80 MS USG88003 Loại 1,2058,0.686,20.580000000000002,0.895615595115335,5.6976155951153356,100.07796960370449,2037.42,SURPLUS,LOW,0.0,Viên
08.L1.15580.4212.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 15.5x80 MS 4212 Loại 1,10034,3.344666666666667,100.34000000000002,4.36667001039226,27.77933667705893,220.9799387576468,9933.66,SURPLUS,LOW,0.0,Viên
08.L1.15580.4213.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 15.5x80 MS 4213 Loại 1,4946,1.6486666666666667,49.45999999999998,2.152436702352015,13.693103369018681,155.14681219197942,4896.54,SURPLUS,LOW,0.0,Viên
08.L1.15580.4215.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 15.5x80 MS 4215 Loại 1,3312,1.1039999999999999,33.11999999999999,1.4413405495733667,9.169340549573366,126.95826085765353,3278.88,SURPLUS,LOW,0.0,Viên
08.L1.15580.4216.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 15.5x80 MS 4216 Loại 1,4599,1.5330000000000001,45.99000000000001,2.0014266870434527,12.732426687043453,149.60548118301014,4553.01,SURPLUS,LOW,0.0,Viên
08.L1.15580.4219.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 15.5x80 MS 4219 Loại 1,2046,0.682,20.459999999999994,0.8903933467473155,5.664393346747316,99.78577052866807,2025.54,SURPLUS,LOW,0.0,Viên
08.L1.60120.3614.4,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x120 MS 3614 loại 1,88,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,85.0,SURPLUS,LOW,0.0,Viên
08.L1.60120.3616.5,1,Chi nhánh Đà Nẵng UN,MIỀN TRUNG,Gạch 60x120 MS 3616 loại 1,76,0.1,3.000000000000001,0.13055620920048613,0.8305562092004862,38.2099463490856,73.0,OK,LOW,0.0,Viên
